trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1359,False,"{'a': 0.2, 'e': 0.2569175661036854}",25,20,10.09379949470314,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.2, 'e': 0.2566607769535559}",30,13,21.22389150070098,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.2, 'e': 0.2564042444642247}",25,2,32.86342927444089,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.2, 'e': 0.2561479683791593}",20,12,1.9136810050170976,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1363,False,"{'a': 0.2, 'e': 0.25589194844208374}",25,5,-56.86635232698372,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
1364,False,"{'a': 0.2, 'e': 0.25563618439697783}",20,7,-77.97936052860915,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
1365,False,"{'a': 0.2, 'e': 0.2553806759880777}",20,6,-37.69732185317554,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1366,False,"{'a': 0.2, 'e': 0.2551254229598748}",35,9,-28.825124477466456,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 1}",1
1367,False,"{'a': 0.2, 'e': 0.25487042505711616}",30,11,0.9490037518025256,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
1368,False,"{'a': 0.2, 'e': 0.2546156820248037}",20,0,-76.32640626490203,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1369,False,"{'a': 0.2, 'e': 0.25436119360819465}",25,8,-2.792197821084572,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1370,False,"{'a': 0.2, 'e': 0.25410695955280027}",30,10,-3.4039786537459724,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1371,False,"{'a': 0.2, 'e': 0.2538529796043867}",20,0,6.13930700554359,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1372,False,"{'a': 0.2, 'e': 0.25359925350897383}",20,13,4.667188855793633,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1373,False,"{'a': 0.2, 'e': 0.25334578101283567}",35,12,-1.730100492917504,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
1374,False,"{'a': 0.2, 'e': 0.25309256186249957}",20,8,-21.94857013472914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1375,False,"{'a': 0.2, 'e': 0.25283959580474646}",20,9,21.51276726934681,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.2, 'e': 0.2525868825866102}",25,0,23.192985032565858,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1377,False,"{'a': 0.2, 'e': 0.25233442195537764}",25,0,-48.81483627768116,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
1378,False,"{'a': 0.2, 'e': 0.25208221365858796}",20,8,-3.1945508198098787,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1379,False,"{'a': 0.2, 'e': 0.25183025744403303}",30,14,-39.727795273829045,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
1380,False,"{'a': 0.2, 'e': 0.25157855305975646}",20,12,3.7274016649970134,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.2, 'e': 0.251327100254054}",30,7,20.357349827631623,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.2, 'e': 0.25107589877547265}",20,13,14.528523848217434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.2, 'e': 0.2508249483728111}",25,11,-44.90845971103797,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1384,False,"{'a': 0.2, 'e': 0.2505742487951187}",25,11,23.120051751999966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.2, 'e': 0.2503237997916961}",25,17,-37.92758116973376,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1386,False,"{'a': 0.2, 'e': 0.2500736011120941}",25,7,-44.181854408862215,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
1387,False,"{'a': 0.2, 'e': 0.24982365250611405}",20,7,-12.189838885322057,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
1388,False,"{'a': 0.2, 'e': 0.24957395372380728}",20,10,18.221586700610708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.2, 'e': 0.24932450451547508}",25,14,-27.312776721368916,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
1390,False,"{'a': 0.2, 'e': 0.2490753046316682}",20,0,-13.772848599143945,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1391,False,"{'a': 0.2, 'e': 0.24882635382318663}",20,15,9.062877005284253,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.2, 'e': 0.24857765184107963}",25,0,19.009672645707592,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1393,False,"{'a': 0.2, 'e': 0.24832919843664528}",20,16,7.084225409799896,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.2, 'e': 0.24808099336143}",20,11,16.416517473765442,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.2, 'e': 0.24783303636722873}",25,11,2.091093571220317,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1396,False,"{'a': 0.2, 'e': 0.2475853272060845}",30,0,50.462764920709496,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.2, 'e': 0.24733786563028812}",20,0,0.1334600437650163,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1398,False,"{'a': 0.2, 'e': 0.24709065139237796}",25,16,13.560761072727745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.2, 'e': 0.2468436842451398}",25,16,16.586334035033623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.2, 'e': 0.24659696394160643}",35,13,-6.405549598990363,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
1401,False,"{'a': 0.2, 'e': 0.2463504902350576}",20,7,12.995417073798805,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'a': 0.2, 'e': 0.24610426287901951}",20,8,-63.72709908061181,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
1403,False,"{'a': 0.2, 'e': 0.24585828162726484}",20,15,9.92755678998541,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.2, 'e': 0.2456125462338122}",25,0,-6.389749802818318,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1405,False,"{'a': 0.2, 'e': 0.2453670564529263}",20,11,12.681064016561773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.2, 'e': 0.24512181203911731}",20,3,-9.332008808695322,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1407,False,"{'a': 0.2, 'e': 0.24487681274714085}",20,5,5.4555212735814855,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.2, 'e': 0.2446320583319975}",25,13,19.832316607047748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.2, 'e': 0.2443875485489328}",25,8,7.345225368319649,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1410,False,"{'a': 0.2, 'e': 0.2441432831534371}",20,11,19.78975948311177,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.2, 'e': 0.24389926190124486}",25,18,12.537182798039408,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.2, 'e': 0.24365548454833486}",30,22,13.811870828014118,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.2, 'e': 0.24341195085092968}",20,10,7.89287103508496,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1414,False,"{'a': 0.2, 'e': 0.24316866056549566}",25,11,-21.157697561805538,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1415,False,"{'a': 0.2, 'e': 0.24292561344874244}",30,0,27.338871795999665,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.2, 'e': 0.242682809257623}",35,11,-32.502163432313466,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
1417,False,"{'a': 0.2, 'e': 0.24244024774933295}",20,0,23.821359535409528,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.2, 'e': 0.24219792868131088}",20,11,17.3346345649627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.2, 'e': 0.24195585181123766}",20,5,-34.61215218869064,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1420,False,"{'a': 0.2, 'e': 0.24171401689703648}",25,4,-24.1101978532307,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
1421,False,"{'a': 0.2, 'e': 0.24147242369687227}",30,15,11.451573188278925,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1422,False,"{'a': 0.2, 'e': 0.2412310719691519}",25,10,19.041097888846934,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.2, 'e': 0.2409899614725236}",20,10,17.80951714516565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.2, 'e': 0.24074909196587688}",25,17,3.370703025787437,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1425,False,"{'a': 0.2, 'e': 0.24050846320834215}",20,5,9.8833027235034,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1426,False,"{'a': 0.2, 'e': 0.24026807495929067}",20,5,6.39494283878262,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1427,False,"{'a': 0.2, 'e': 0.24002792697833417}",25,0,-51.68352974102093,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1428,False,"{'a': 0.2, 'e': 0.23978801902532468}",20,7,10.055515435398807,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.2, 'e': 0.2395483508603542}",20,12,-2.013284226643249,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1430,False,"{'a': 0.2, 'e': 0.23930892224375452}",30,12,23.485640580434158,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.2, 'e': 0.23906973293609704}",25,12,-21.518368616818158,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1432,False,"{'a': 0.2, 'e': 0.2388307826981924}",25,0,41.94449791983041,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1433,False,"{'a': 0.2, 'e': 0.23859207129109042}",25,5,20.32154436771042,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1434,False,"{'a': 0.2, 'e': 0.23835359847607956}",20,12,14.857431657398088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.2, 'e': 0.238115364014687}",20,9,-64.21449094612427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
1436,False,"{'a': 0.2, 'e': 0.2378773676686784}",30,13,6.071667015553771,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1437,False,"{'a': 0.2, 'e': 0.2376396092000572}",25,10,-32.54049956233377,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1438,False,"{'a': 0.2, 'e': 0.23740208837106505}",25,20,11.153569632675143,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.2, 'e': 0.23716480494418107}",20,11,7.8416782701893935,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1440,False,"{'a': 0.2, 'e': 0.2369277586821218}",20,15,7.100060867612895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.2, 'e': 0.23669094934784085}",25,3,-34.173040986800544,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1442,False,"{'a': 0.2, 'e': 0.2364543767045291}",20,6,19.221702013497794,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.2, 'e': 0.23621804051561368}",20,13,-8.63308543233635,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1444,False,"{'a': 0.2, 'e': 0.23598194054475854}",30,12,-21.922174281939327,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1445,False,"{'a': 0.2, 'e': 0.23574607655586352}",25,15,-1.6733646199927257,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1446,False,"{'a': 0.2, 'e': 0.23551044831306475}",25,17,18.63397630975309,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.2, 'e': 0.23527505558073392}",20,7,3.7929350873182024,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1448,False,"{'a': 0.2, 'e': 0.23503989812347828}",25,20,9.366217768817444,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.2, 'e': 0.2348049757061403}",30,12,-46.537776867263034,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
1450,False,"{'a': 0.2, 'e': 0.23457028809379768}",25,11,-17.09859941592664,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1451,False,"{'a': 0.2, 'e': 0.23433583505176261}",25,8,6.65990253643293,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1452,False,"{'a': 0.2, 'e': 0.23410161634558216}",25,11,23.440891314527082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.2, 'e': 0.23386763174103756}",20,6,5.3443334103349365,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1454,False,"{'a': 0.2, 'e': 0.2336338810041442}",20,1,-23.24411446480999,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1455,False,"{'a': 0.2, 'e': 0.23340036390115132}",20,5,-6.852911937818245,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1456,False,"{'a': 0.2, 'e': 0.2331670801985418}",20,16,7.468670296407746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.2, 'e': 0.2329340296630319}",30,20,8.533619695238821,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1458,False,"{'a': 0.2, 'e': 0.23270121206157107}",30,13,24.69581030423661,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.2, 'e': 0.23246862716134165}",25,7,-4.678721235179046,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1460,False,"{'a': 0.2, 'e': 0.2322362747297588}",25,20,9.539196532796488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.2, 'e': 0.23200415453447004}",30,0,35.13268304101472,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1462,False,"{'a': 0.2, 'e': 0.23177226634335518}",30,16,25.049303128801228,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.2, 'e': 0.23154060992452588}",30,19,-11.622481573107866,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1464,False,"{'a': 0.2, 'e': 0.2313091850463259}",20,0,-3.892360042013378,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1465,False,"{'a': 0.2, 'e': 0.23107799147733019}",20,12,2.2100479401728936,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1466,False,"{'a': 0.2, 'e': 0.23084702898634524}",20,6,22.442157011788535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.2, 'e': 0.2306162973424085}",30,18,19.921277424472656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.2, 'e': 0.23038579631478834}",20,9,19.531715745024123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.2, 'e': 0.23015552567298364}",20,12,14.750395638155712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.2, 'e': 0.22992548518672382}",25,7,10.009513493684619,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1471,False,"{'a': 0.2, 'e': 0.22969567462596838}",25,7,1.7092110233406042,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1472,False,"{'a': 0.2, 'e': 0.2294660937609067}",20,16,6.22516817559578,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.2, 'e': 0.22923674236195782}",25,12,16.44081026797553,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.2, 'e': 0.2290076201997705}",20,0,23.950380709661488,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1475,False,"{'a': 0.2, 'e': 0.22877872704522242}",20,1,25.53888422118605,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.2, 'e': 0.22855006266942046}",20,16,6.87546915538547,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.2, 'e': 0.22832162684370025}",25,20,8.882526134122124,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.2, 'e': 0.22809341933962585}",20,5,6.255917189495918,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1479,False,"{'a': 0.2, 'e': 0.22786543992898983}",20,0,16.832754185452373,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1480,False,"{'a': 0.2, 'e': 0.2276376883838127}",30,16,-29.940501507521425,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1481,False,"{'a': 0.2, 'e': 0.22741016447634296}",25,16,1.4735945579681382,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.2, 'e': 0.22718286797905665}",20,16,8.616758523425407,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.2, 'e': 0.2269557986646572}",20,3,20.391762246973958,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.2, 'e': 0.22672895630607542}",20,7,13.65668980621096,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1485,False,"{'a': 0.2, 'e': 0.22650234067646877}",25,10,17.54964257727174,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1486,False,"{'a': 0.2, 'e': 0.2262759515492217}",35,12,-53.173834957411444,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
1487,False,"{'a': 0.2, 'e': 0.226049788697945}",30,13,18.995789899732934,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1488,False,"{'a': 0.2, 'e': 0.22582385189647589}",25,6,20.87793208378595,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1489,False,"{'a': 0.2, 'e': 0.2255981409188774}",20,8,11.873424068048438,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.2, 'e': 0.22537265553943875}",25,11,27.052893051989365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.2, 'e': 0.2251473955326743}",25,3,-13.113482668391677,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
1492,False,"{'a': 0.2, 'e': 0.22492236067332427}",25,6,-45.91105225466796,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
1493,False,"{'a': 0.2, 'e': 0.22469755073635353}",30,22,15.299423344074517,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.2, 'e': 0.22447296549695234}",20,0,-42.84218949629161,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1495,False,"{'a': 0.2, 'e': 0.22424860473053532}",30,8,-41.62912885468434,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
1496,False,"{'a': 0.2, 'e': 0.22402446821274175}",25,12,4.671897188079873,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1497,False,"{'a': 0.2, 'e': 0.223800555719435}",25,9,30.41989889469164,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.2, 'e': 0.22357686702670268}",25,13,3.0376429179322644,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1499,False,"{'a': 0.2, 'e': 0.22335340191085598}",20,8,11.7410887720613,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1500,False,"{'a': 0.2, 'e': 0.22313016014842985}",20,9,8.120955138405474,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1501,False,"{'a': 0.2, 'e': 0.22290714151618238}",30,0,11.639810555051984,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
1502,False,"{'a': 0.2, 'e': 0.22268434579109506}",20,7,-36.919259397947,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1503,False,"{'a': 0.2, 'e': 0.2224617727503721}",25,12,-10.028382649695718,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1504,False,"{'a': 0.2, 'e': 0.22223942217144038}",20,8,19.988225599921403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.2, 'e': 0.22201729383194937}",25,12,-28.556478836380958,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1506,False,"{'a': 0.2, 'e': 0.22179538750977074}",20,15,4.3151477918508245,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.2, 'e': 0.22157370298299806}",20,14,9.981386958227244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.2, 'e': 0.22135224002994683}",20,7,13.277890138340007,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1509,False,"{'a': 0.2, 'e': 0.22113099842915404}",20,0,-6.528056927892197,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1510,False,"{'a': 0.2, 'e': 0.2209099779593782}",20,6,2.1599567041027,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1511,False,"{'a': 0.2, 'e': 0.22068917839959862}",25,0,23.53135781872967,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1512,False,"{'a': 0.2, 'e': 0.22046859952901593}",20,14,-0.31682866983498714,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1513,False,"{'a': 0.2, 'e': 0.2202482411270511}",25,15,13.61045850405349,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.2, 'e': 0.2200281029733457}",30,17,17.05453853660548,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.2, 'e': 0.21980818484776168}",20,5,-35.29724806566787,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
1516,False,"{'a': 0.2, 'e': 0.21958848653038082}",20,10,20.23744262995413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.2, 'e': 0.21936900780150473}",20,13,-7.498971756007457,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1518,False,"{'a': 0.2, 'e': 0.2191497484416548}",25,2,22.707989815441938,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1519,False,"{'a': 0.2, 'e': 0.2189307082315715}",25,17,14.912538596905808,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.2, 'e': 0.21871188695221477}",25,16,15.060034462913299,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.2, 'e': 0.21849328438476315}",20,15,9.916857518526452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.2, 'e': 0.21827490031061414}",25,2,19.61138622383541,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1523,False,"{'a': 0.2, 'e': 0.2180567345113836}",20,12,14.818431353603746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.2, 'e': 0.21783878676890578}",20,16,5.279482569361734,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.2, 'e': 0.21762105686523284}",20,3,13.664667240786809,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1526,False,"{'a': 0.2, 'e': 0.21740354458263494}",20,0,-14.297020934576896,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1527,False,"{'a': 0.2, 'e': 0.21718624970359973}",25,16,15.009020609810918,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1528,False,"{'a': 0.2, 'e': 0.21696917201083235}",20,7,17.17958320292116,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.2, 'e': 0.216752311287255}",25,3,-18.718394132839048,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1530,False,"{'a': 0.2, 'e': 0.21653566731600704}",25,8,17.92631655952533,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1531,False,"{'a': 0.2, 'e': 0.2163192398804444}",25,12,3.053486352447413,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1532,False,"{'a': 0.2, 'e': 0.21610302876413975}",25,17,17.18621256082271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.2, 'e': 0.21588703375088178}",20,13,14.459136269948903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.2, 'e': 0.21567125462467562}",20,13,14.606991430489453,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.2, 'e': 0.21545569116974203}",20,12,11.925729528655904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.2, 'e': 0.2152403431705176}",25,18,13.040274134098357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.2, 'e': 0.21502521041165423}",25,11,27.06845672597395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.2, 'e': 0.2148102926780192}",30,20,3.0153838446978973,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1539,False,"{'a': 0.2, 'e': 0.21459558975469475}",20,12,13.215658420594488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.2, 'e': 0.21438110142697797}",20,0,18.116630032818676,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
