trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4082,False,"{'a': 0.2, 'e': 0.016873684513799156}",25,8,29.338448583749123,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4083,False,"{'a': 0.2, 'e': 0.01685681926331603}",25,15,18.42639956594093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4084,False,"{'a': 0.2, 'e': 0.01683997086965357}",20,13,12.611957328334693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4085,False,"{'a': 0.2, 'e': 0.016823139315963402}",20,7,22.591809830738168,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4086,False,"{'a': 0.2, 'e': 0.016806324585413934}",20,10,-13.350516016628024,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
4087,False,"{'a': 0.2, 'e': 0.01678952666119047}",35,14,39.18382755910183,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4088,False,"{'a': 0.2, 'e': 0.01677274552649505}",20,16,6.136526608490429,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4089,False,"{'a': 0.2, 'e': 0.016755981164546553}",25,15,21.091604639911587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4090,False,"{'a': 0.2, 'e': 0.016739233558580632}",35,15,38.25487920227985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4091,False,"{'a': 0.2, 'e': 0.01672250269184965}",20,13,2.7595105331639305,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4092,False,"{'a': 0.2, 'e': 0.016705788547622752}",25,13,18.49980028873594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4093,False,"{'a': 0.2, 'e': 0.016689091109185813}",20,6,24.594613904002777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4094,False,"{'a': 0.2, 'e': 0.016672410359841357}",20,11,16.678268627711606,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4095,False,"{'a': 0.2, 'e': 0.016655746282908664}",20,10,18.329729865653743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4096,False,"{'a': 0.2, 'e': 0.016639098861723624}",25,17,15.335316471046577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4097,False,"{'a': 0.2, 'e': 0.01662246807963884}",25,7,31.407064185923357,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4098,False,"{'a': 0.2, 'e': 0.01660585392002353}",30,8,39.86886057860405,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4099,False,"{'a': 0.2, 'e': 0.01658925636626351}",20,4,31.329203330678247,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4100,False,"{'a': 0.2, 'e': 0.01657267540176125}",25,11,26.293123266494852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4101,False,"{'a': 0.2, 'e': 0.016556111009935766}",25,10,27.797795737038168,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4102,False,"{'a': 0.2, 'e': 0.016539563174222668}",30,2,51.95303252894691,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
4103,False,"{'a': 0.2, 'e': 0.016523031878074135}",30,15,26.71446644958721,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4104,False,"{'a': 0.2, 'e': 0.016506517104958845}",25,12,23.906697324514496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4105,False,"{'a': 0.2, 'e': 0.016490018838362035}",25,14,19.455207208605852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4106,False,"{'a': 0.2, 'e': 0.01647353706178545}",20,11,15.179906189838292,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4107,False,"{'a': 0.2, 'e': 0.016457071758747287}",30,10,35.70332986096739,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4108,False,"{'a': 0.2, 'e': 0.01644062291278227}",30,16,28.852096549975187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4109,False,"{'a': 0.2, 'e': 0.016424190507441518}",20,0,27.991098247832884,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
4110,False,"{'a': 0.2, 'e': 0.016407774526292645}",25,0,36.74636918497084,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4111,False,"{'a': 0.2, 'e': 0.01639137495291968}",20,10,23.212682780259666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4112,False,"{'a': 0.2, 'e': 0.01637499177092302}",25,5,40.85246656948109,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4113,False,"{'a': 0.2, 'e': 0.01635862496391949}",25,15,19.695771498659262,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4114,False,"{'a': 0.2, 'e': 0.016342274515542307}",20,13,14.993760096779999,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4115,False,"{'a': 0.2, 'e': 0.016325940409440985}",25,11,24.71242913164852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4116,False,"{'a': 0.2, 'e': 0.01630962262928145}",30,16,24.859954282570023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4117,False,"{'a': 0.2, 'e': 0.016293321158745884}",20,8,24.097763571179122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4118,False,"{'a': 0.2, 'e': 0.016277035981532836}",25,19,13.315879963119572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4119,False,"{'a': 0.2, 'e': 0.016260767081357146}",20,8,19.9299340328382,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4120,False,"{'a': 0.2, 'e': 0.01624451444194987}",30,11,30.936801801531015,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4121,False,"{'a': 0.2, 'e': 0.016228278047058394}",30,7,36.303862816992186,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4122,False,"{'a': 0.2, 'e': 0.016212057880446332}",30,12,36.75564589586135,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4123,False,"{'a': 0.2, 'e': 0.016195853925893487}",20,13,9.723164235763178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4124,False,"{'a': 0.2, 'e': 0.01617966616719593}",30,17,22.21017862506996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4125,False,"{'a': 0.2, 'e': 0.016163494588165874}",25,17,18.5891762619062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4126,False,"{'a': 0.2, 'e': 0.016147339172631756}",25,13,23.058610597786654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4127,False,"{'a': 0.2, 'e': 0.01613119990443817}",25,16,15.576186246659407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4128,False,"{'a': 0.2, 'e': 0.016115076767445814}",30,8,42.206580441374946,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4129,False,"{'a': 0.2, 'e': 0.01609896974553157}",30,20,21.526843151202236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4130,False,"{'a': 0.2, 'e': 0.016082878822588433}",30,13,21.93682023694392,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4131,False,"{'a': 0.2, 'e': 0.01606680398252544}",25,10,27.120419189306446,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4132,False,"{'a': 0.2, 'e': 0.016050745209267785}",20,7,23.45178798655853,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4133,False,"{'a': 0.2, 'e': 0.01603470248675666}",25,5,38.337321896918525,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4134,False,"{'a': 0.2, 'e': 0.016018675798949358}",20,10,18.101057228767964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4135,False,"{'a': 0.2, 'e': 0.016002665129819207}",25,20,9.738263766206764,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4136,False,"{'a': 0.2, 'e': 0.0159866704633555}",20,10,17.73532765126575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4137,False,"{'a': 0.2, 'e': 0.015970691783563595}",25,11,25.018837511803415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4138,False,"{'a': 0.2, 'e': 0.015954729074464814}",25,18,13.475348304758956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4139,False,"{'a': 0.2, 'e': 0.015938782320096424}",25,7,32.33891179469804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4140,False,"{'a': 0.2, 'e': 0.015922851504511698}",30,12,33.938030299452876,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4141,False,"{'a': 0.2, 'e': 0.015906936611779787}",35,17,22.190441289627206,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
4142,False,"{'a': 0.2, 'e': 0.015891037625985812}",30,20,16.918617272543486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4143,False,"{'a': 0.2, 'e': 0.015875154531230805}",25,11,29.054081739851664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4144,False,"{'a': 0.2, 'e': 0.015859287311631637}",30,10,36.247189222103366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4145,False,"{'a': 0.2, 'e': 0.0158434359513211}",20,12,16.19735117603393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4146,False,"{'a': 0.2, 'e': 0.015827600434447853}",20,0,21.306354822336264,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
4147,False,"{'a': 0.2, 'e': 0.015811780745176345}",25,7,19.24889843928313,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
4148,False,"{'a': 0.2, 'e': 0.01579597686768691}",20,12,15.652002004344054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4149,False,"{'a': 0.2, 'e': 0.015780188786175646}",25,11,28.211953435447224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4150,False,"{'a': 0.2, 'e': 0.015764416484854486}",25,11,23.332508246717282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4151,False,"{'a': 0.2, 'e': 0.015748659947951136}",25,8,35.27494659660774,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4152,False,"{'a': 0.2, 'e': 0.015732919159709032}",20,12,15.193712331512621,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4153,False,"{'a': 0.2, 'e': 0.0157171941043874}",20,15,9.155205461073585,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4154,False,"{'a': 0.2, 'e': 0.0157014847662612}",20,13,14.75562101327658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4155,False,"{'a': 0.2, 'e': 0.015685791129621054}",25,8,26.95725463975114,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4156,False,"{'a': 0.2, 'e': 0.01567011317877336}",25,16,15.114974242701384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4157,False,"{'a': 0.2, 'e': 0.01565445089804014}",20,13,13.175165729458046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4158,False,"{'a': 0.2, 'e': 0.01563880427175912}",20,13,10.841132980583323,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4159,False,"{'a': 0.2, 'e': 0.01562317328428369}",20,16,10.700065186228203,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4160,False,"{'a': 0.2, 'e': 0.015607557919982829}",20,10,19.62244675554057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4161,False,"{'a': 0.2, 'e': 0.015591958163241193}",20,2,-15.017459894120988,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
4162,False,"{'a': 0.2, 'e': 0.015576373998459033}",20,7,19.15794058602581,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4163,False,"{'a': 0.2, 'e': 0.015560805410052152}",20,8,24.579792649460277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4164,False,"{'a': 0.2, 'e': 0.015545252382451994}",20,3,31.37115786281483,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4165,False,"{'a': 0.2, 'e': 0.0155297149001055}",20,12,13.477795676297797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4166,False,"{'a': 0.2, 'e': 0.015514192947475202}",20,13,13.392034413969567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4167,False,"{'a': 0.2, 'e': 0.015498686509039157}",25,18,16.165101713344136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4168,False,"{'a': 0.2, 'e': 0.015483195569290897}",20,11,17.364387751211098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4169,False,"{'a': 0.2, 'e': 0.0154677201127395}",25,8,32.31731938070519,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4170,False,"{'a': 0.2, 'e': 0.015452260123909515}",20,11,7.085384899994779,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4171,False,"{'a': 0.2, 'e': 0.015436815587340929}",35,9,47.22990462262757,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
4172,False,"{'a': 0.2, 'e': 0.015421386487589232}",20,6,22.99488771133731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4173,False,"{'a': 0.2, 'e': 0.015405972809225293}",30,18,21.43050140303632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4174,False,"{'a': 0.2, 'e': 0.015390574536835447}",25,15,18.61684077462526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4175,False,"{'a': 0.2, 'e': 0.015375191655021435}",25,2,37.96782935270334,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4176,False,"{'a': 0.2, 'e': 0.015359824148400345}",25,12,22.15447551901294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4177,False,"{'a': 0.2, 'e': 0.01534447200160468}",30,18,11.122715730152292,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4178,False,"{'a': 0.2, 'e': 0.015329135199282314}",20,14,8.903685245324445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4179,False,"{'a': 0.2, 'e': 0.015313813726096408}",20,5,28.710754938871865,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4180,False,"{'a': 0.2, 'e': 0.015298507566725518}",25,16,17.418635305030257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4181,False,"{'a': 0.2, 'e': 0.015283216705863457}",20,7,21.260927288189905,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4182,False,"{'a': 0.2, 'e': 0.015267941128219375}",35,0,56.32321032739684,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
4183,False,"{'a': 0.2, 'e': 0.015252680818517708}",30,22,5.273930337130953,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4184,False,"{'a': 0.2, 'e': 0.015237435761498115}",25,7,34.16222212063133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4185,False,"{'a': 0.2, 'e': 0.015222205941915557}",20,7,26.095599649597425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4186,False,"{'a': 0.2, 'e': 0.01520699134454022}",25,16,16.426978703592965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4187,False,"{'a': 0.2, 'e': 0.015191791954157482}",30,20,15.953333232960464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4188,False,"{'a': 0.2, 'e': 0.015176607755567976}",20,10,20.281120638445397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4189,False,"{'a': 0.2, 'e': 0.01516143873358748}",20,11,18.249645452632407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4190,False,"{'a': 0.2, 'e': 0.015146284873046978}",25,14,18.999349146221256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4191,False,"{'a': 0.2, 'e': 0.015131146158792628}",30,24,10.28142804904123,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4192,False,"{'a': 0.2, 'e': 0.015116022575685681}",20,13,16.037446331234854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4193,False,"{'a': 0.2, 'e': 0.01510091410860257}",25,7,23.65523770186703,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
4194,False,"{'a': 0.2, 'e': 0.01508582074243484}",30,18,24.441989691182616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4195,False,"{'a': 0.2, 'e': 0.0150707424620891}",30,22,17.21828999514179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4196,False,"{'a': 0.2, 'e': 0.015055679252487087}",20,12,15.476338689500242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4197,False,"{'a': 0.2, 'e': 0.015040631098565566}",25,18,14.632839914968665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4198,False,"{'a': 0.2, 'e': 0.0150255979852764}",25,8,30.58827969645907,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4199,False,"{'a': 0.2, 'e': 0.015010579897586484}",20,16,8.854286938962602,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4200,False,"{'a': 0.2, 'e': 0.014995576820477703}",20,13,16.863079398324874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4201,False,"{'a': 0.2, 'e': 0.014980588738946993}",25,13,19.850306171309807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4202,False,"{'a': 0.2, 'e': 0.014965615638006283}",20,8,22.32644066979654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4203,False,"{'a': 0.2, 'e': 0.014950657502682443}",25,6,34.91155358341452,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4204,False,"{'a': 0.2, 'e': 0.01493571431801737}",20,2,27.345936774781983,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4205,False,"{'a': 0.2, 'e': 0.014920786069067842}",20,0,29.48540749545784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4206,False,"{'a': 0.2, 'e': 0.014905872740905627}",20,16,8.31979921296893,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4207,False,"{'a': 0.2, 'e': 0.014890974318617408}",20,13,14.65010852240972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4208,False,"{'a': 0.2, 'e': 0.014876090787304737}",30,19,18.413207258535657,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4209,False,"{'a': 0.2, 'e': 0.014861222132084094}",25,2,40.01294680688513,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4210,False,"{'a': 0.2, 'e': 0.014846368338086833}",25,16,15.683306276282336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4211,False,"{'a': 0.2, 'e': 0.014831529390459135}",20,14,9.437543322086354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4212,False,"{'a': 0.2, 'e': 0.014816705274362074}",30,18,25.05732809880601,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4213,False,"{'a': 0.2, 'e': 0.01480189597497151}",20,11,18.751190752572153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4214,False,"{'a': 0.2, 'e': 0.014787101477478155}",20,0,24.797075743558636,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
4215,False,"{'a': 0.2, 'e': 0.014772321767087523}",25,11,27.096528379375407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4216,False,"{'a': 0.2, 'e': 0.014757556829019877}",25,16,15.870248719925172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4217,False,"{'a': 0.2, 'e': 0.014742806648510288}",30,15,32.51514458801116,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4218,False,"{'a': 0.2, 'e': 0.01472807121080859}",35,18,32.589993741482814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4219,False,"{'a': 0.2, 'e': 0.014713350501179315}",25,15,18.4781096362633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4220,False,"{'a': 0.2, 'e': 0.014698644504901782}",20,11,20.89986735731485,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4221,False,"{'a': 0.2, 'e': 0.014683953207269966}",30,8,42.26425712820996,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4222,False,"{'a': 0.2, 'e': 0.014669276593592583}",25,13,11.0757931631298,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4223,False,"{'a': 0.2, 'e': 0.014654614649193026}",30,16,29.439759773970856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4224,False,"{'a': 0.2, 'e': 0.014639967359409325}",20,0,35.30224614117817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4225,False,"{'a': 0.2, 'e': 0.014625334709594222}",20,14,10.535349520872455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4226,False,"{'a': 0.2, 'e': 0.014610716685115032}",25,13,22.256659215625756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4227,False,"{'a': 0.2, 'e': 0.014596113271353742}",20,11,15.464685580910299,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4228,False,"{'a': 0.2, 'e': 0.014581524453706954}",25,11,25.288312567013975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4229,False,"{'a': 0.2, 'e': 0.014566950217585825}",20,8,19.461163137096595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4230,False,"{'a': 0.2, 'e': 0.014552390548416122}",25,19,9.685091622224318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4231,False,"{'a': 0.2, 'e': 0.014537845431638196}",30,22,13.153525824275338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4232,False,"{'a': 0.2, 'e': 0.014523314852706902}",25,14,16.232201698630693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4233,False,"{'a': 0.2, 'e': 0.01450879879709168}",20,0,34.82752922446765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4234,False,"{'a': 0.2, 'e': 0.014494297250276454}",20,16,7.177507838133362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4235,False,"{'a': 0.2, 'e': 0.014479810197759686}",30,8,38.84946267054967,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4236,False,"{'a': 0.2, 'e': 0.014465337625054333}",30,8,33.777819947398534,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4237,False,"{'a': 0.2, 'e': 0.014450879517687802}",20,12,18.727271359027007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4238,False,"{'a': 0.2, 'e': 0.01443643586120199}",20,3,34.65384103925283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4239,False,"{'a': 0.2, 'e': 0.014422006641153255}",25,16,17.60485295959943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4240,False,"{'a': 0.2, 'e': 0.01440759184311235}",25,11,9.691413952859893,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4241,False,"{'a': 0.2, 'e': 0.014393191452664503}",25,12,24.992800038875583,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4242,False,"{'a': 0.2, 'e': 0.014378805455409295}",25,13,23.493485804863386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4243,False,"{'a': 0.2, 'e': 0.014364433836960738}",20,3,25.384341325670853,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4244,False,"{'a': 0.2, 'e': 0.01435007658294723}",30,12,30.262597884047317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4245,False,"{'a': 0.2, 'e': 0.01433573367901149}",20,5,29.685683535281264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4246,False,"{'a': 0.2, 'e': 0.014321405110810622}",25,15,18.994014617860397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4247,False,"{'a': 0.2, 'e': 0.014307090864016068}",25,16,19.32578446850096,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4248,False,"{'a': 0.2, 'e': 0.014292790924313561}",25,4,37.62544282374051,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4249,False,"{'a': 0.2, 'e': 0.01427850527740318}",20,12,15.621987424289767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4250,False,"{'a': 0.2, 'e': 0.014264233908999256}",20,14,8.131875434037026,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4251,False,"{'a': 0.2, 'e': 0.014249976804830429}",20,6,26.953724542847173,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4252,False,"{'a': 0.2, 'e': 0.014235733950639606}",20,15,11.922406145754834,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4253,False,"{'a': 0.2, 'e': 0.014221505332183906}",20,11,19.946176980357325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4254,False,"{'a': 0.2, 'e': 0.014207290935234726}",25,0,14.853313052156022,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
4255,False,"{'a': 0.2, 'e': 0.014193090745577676}",20,13,14.20298527408053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4256,False,"{'a': 0.2, 'e': 0.014178904749012542}",35,23,21.487827878007064,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4257,False,"{'a': 0.2, 'e': 0.014164732931353351}",20,0,26.566594058118266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4258,False,"{'a': 0.2, 'e': 0.01415057527842826}",20,6,22.307705367456077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4259,False,"{'a': 0.2, 'e': 0.014136431776079629}",20,8,12.942872139420977,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4260,False,"{'a': 0.2, 'e': 0.014122302410163963}",20,14,10.847394901549109,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4261,False,"{'a': 0.2, 'e': 0.014108187166551869}",30,12,33.71723603353384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4262,False,"{'a': 0.2, 'e': 0.01409408603112812}",20,12,15.658210909598733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4263,False,"{'a': 0.2, 'e': 0.014079998989791587}",25,5,34.50455409463711,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4264,False,"{'a': 0.2, 'e': 0.014065926028455206}",20,14,12.936971232709496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
