trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
525,False,"{'a': 0.9, 'e': 0.5915553643668151}",25,11,2.69088273358874,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.9, 'e': 0.5909641046815626}",25,15,-52.6289868777729,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
527,False,"{'a': 0.9, 'e': 0.5903734359604639}",25,18,6.585591908339971,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.9, 'e': 0.5897833576128504}",20,0,-95.647328834138,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
529,False,"{'a': 0.9, 'e': 0.5891938690486438}",20,4,-10.880969154826408,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
530,False,"{'a': 0.9, 'e': 0.5886049696783552}",20,0,-66.07270414883384,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
531,False,"{'a': 0.9, 'e': 0.5880166589130854}",20,2,-8.86937156088117,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
532,False,"{'a': 0.9, 'e': 0.5874289361645234}",20,0,-17.967339939181645,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
533,False,"{'a': 0.9, 'e': 0.5868418008449466}",25,18,12.105581479082412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.9, 'e': 0.5862552523672196}",20,6,-55.083749585139195,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
535,False,"{'a': 0.9, 'e': 0.5856692901447937}",25,0,-88.72098832480947,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
536,False,"{'a': 0.9, 'e': 0.5850839135917069}",20,16,7.06209667261215,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.9, 'e': 0.5844991221225824}",35,0,-106.46384112012538,"{0: 25, 1: 1, 2: 7, 3: 1, 4: 1}",1
538,False,"{'a': 0.9, 'e': 0.5839149151526287}",20,0,-13.492180293303557,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
539,False,"{'a': 0.9, 'e': 0.5833312920976388}",20,15,5.289119571277556,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.9, 'e': 0.5827482523739896}",35,2,-73.94263536821924,"{0: 26, 1: 1, 2: 3, 3: 2, 4: 1}",1
541,False,"{'a': 0.9, 'e': 0.5821657953986414}",30,0,-98.57351138444969,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
542,False,"{'a': 0.9, 'e': 0.5815839205891371}",20,15,6.565970106725668,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.9, 'e': 0.5810026273636019}",20,0,-61.892301466734935,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
544,False,"{'a': 0.9, 'e': 0.5804219151407424}",25,0,-50.808675713663796,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
545,False,"{'a': 0.9, 'e': 0.5798417833398464}",25,0,-156.08726507267224,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
546,False,"{'a': 0.9, 'e': 0.579262231380782}",25,0,-72.7697379214683,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
547,False,"{'a': 0.9, 'e': 0.5786832586839974}",30,17,-16.368402955320693,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
548,False,"{'a': 0.9, 'e': 0.5781048646705196}",20,6,-88.31079356139479,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 2}",1
549,False,"{'a': 0.9, 'e': 0.5775270487619547}",25,0,-64.15707442648024,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
550,False,"{'a': 0.9, 'e': 0.5769498103804866}",20,0,-3.0342132116285008,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
551,False,"{'a': 0.9, 'e': 0.5763731489488771}",35,25,-3.583201411799098,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.9, 'e': 0.5757970638904645}",20,0,-146.84802776277067,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
553,False,"{'a': 0.9, 'e': 0.5752215546291638}",20,0,-57.92319802512487,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
554,False,"{'a': 0.9, 'e': 0.5746466205894657}",25,0,-59.12437025682111,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
555,False,"{'a': 0.9, 'e': 0.5740722611964361}",25,15,-49.569618923203066,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
556,False,"{'a': 0.9, 'e': 0.5734984758757153}",20,0,-45.688106252422585,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
557,False,"{'a': 0.9, 'e': 0.5729252640535184}",20,0,-27.108769724631635,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
558,False,"{'a': 0.9, 'e': 0.5723526251566332}",20,9,-65.78724466843016,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
559,False,"{'a': 0.9, 'e': 0.5717805586124209}",25,10,-0.8934240563465536,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.9, 'e': 0.5712090638488149}",30,17,-2.1439206556308283,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
561,False,"{'a': 0.9, 'e': 0.5706381402943203}",20,1,-150.93038456327758,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 4}",1
562,False,"{'a': 0.9, 'e': 0.5700677873780134}",20,0,-18.86632611770561,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
563,False,"{'a': 0.9, 'e': 0.5694980045295417}",25,0,-108.97879266641183,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
564,False,"{'a': 0.9, 'e': 0.5689287911791217}",30,15,-30.55685229880376,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
565,False,"{'a': 0.9, 'e': 0.5683601467575404}",20,7,-2.359833888486618,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
566,False,"{'a': 0.9, 'e': 0.5677920706961532}",25,8,-47.31392583484909,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
567,False,"{'a': 0.9, 'e': 0.5672245624268841}",25,0,-55.60773366504442,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
568,False,"{'a': 0.9, 'e': 0.5666576213822246}",25,0,-56.05913534894866,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
569,False,"{'a': 0.9, 'e': 0.5660912469952337}",20,0,-23.371799832635638,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
570,False,"{'a': 0.9, 'e': 0.5655254386995371}",25,0,-7.352967675084468,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
571,False,"{'a': 0.9, 'e': 0.5649601959293262}",25,4,-55.47000934416606,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
572,False,"{'a': 0.9, 'e': 0.5643955181193583}",20,0,-49.12662084834229,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
573,False,"{'a': 0.9, 'e': 0.5638314047049556}",20,0,-23.87738768920561,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
574,False,"{'a': 0.9, 'e': 0.5632678551220046}",25,13,8.463479015197041,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.9, 'e': 0.5627048688069557}",25,0,-59.59055125885676,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
576,False,"{'a': 0.9, 'e': 0.5621424451968223}",25,0,-79.13019905621924,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
577,False,"{'a': 0.9, 'e': 0.5615805837291812}",20,2,-87.25255197305916,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 1}",1
578,False,"{'a': 0.9, 'e': 0.5610192838421706}",30,0,-119.45311791106889,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
579,False,"{'a': 0.9, 'e': 0.5604585449744904}",20,0,-99.62253235439775,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
580,False,"{'a': 0.9, 'e': 0.559898366565402}",35,21,-18.796201202344413,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 0.5593387480547268}",20,2,-30.415100370342184,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
582,False,"{'a': 0.9, 'e': 0.5587796888828463}",20,3,-88.373598735398,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 1}",1
583,False,"{'a': 0.9, 'e': 0.5582211884907012}",25,0,-67.5171607533774,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
584,False,"{'a': 0.9, 'e': 0.5576632463197913}",25,8,-22.70613741808926,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
585,False,"{'a': 0.9, 'e': 0.5571058618121739}",35,27,1.0063563168403846,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.9, 'e': 0.5565490344104649}",25,15,4.516370476834743,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.9, 'e': 0.5559927635578367}",20,13,-47.6763654056271,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
588,False,"{'a': 0.9, 'e': 0.5554370486980182}",20,0,-98.92250991337423,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
589,False,"{'a': 0.9, 'e': 0.5548818892752949}",20,12,6.511480557871693,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 0.554327284734507}",20,6,20.081233836871725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.9, 'e': 0.5537732345210501}",25,0,-42.8988605966513,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
592,False,"{'a': 0.9, 'e': 0.5532197380808739}",20,0,-83.21410847213372,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
593,False,"{'a': 0.9, 'e': 0.5526667948604818}",25,5,-54.16020867897873,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
594,False,"{'a': 0.9, 'e': 0.5521144043069306}",30,0,-208.81556263677598,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 4}",0
595,False,"{'a': 0.9, 'e': 0.5515625658678298}",25,0,-28.309247870814573,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
596,False,"{'a': 0.9, 'e': 0.5510112789913407}",30,0,-81.40184970465454,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
597,False,"{'a': 0.9, 'e': 0.5504605431261766}",25,0,-58.69708660899588,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
598,False,"{'a': 0.9, 'e': 0.5499103577216016}",25,0,-51.94266093811489,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
599,False,"{'a': 0.9, 'e': 0.5493607222274299}",25,0,-29.054107096358845,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
600,False,"{'a': 0.9, 'e': 0.5488116360940265}",30,0,-150.98315536840246,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",0
601,False,"{'a': 0.9, 'e': 0.5482630987723047}",20,0,-9.893051139602147,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
602,False,"{'a': 0.9, 'e': 0.5477151097137275}",25,1,-64.07431981954666,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 0}",1
603,False,"{'a': 0.9, 'e': 0.5471676683703055}",25,11,-2.2143183730325755,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.9, 'e': 0.5466207741945976}",25,0,-6.671530268946981,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
605,False,"{'a': 0.9, 'e': 0.5460744266397094}",30,4,-90.73583584803552,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 2}",1
606,False,"{'a': 0.9, 'e': 0.5455286251592933}",25,16,-65.53473538184423,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 1}",1
607,False,"{'a': 0.9, 'e': 0.544983369207548}",20,0,23.10057532986412,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
608,False,"{'a': 0.9, 'e': 0.5444386582392171}",30,5,-51.05976129208338,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",1
609,False,"{'a': 0.9, 'e': 0.5438944917095899}",20,0,-87.6414433965805,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
610,False,"{'a': 0.9, 'e': 0.5433508690744998}",20,11,13.87180467901348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.9, 'e': 0.542807789790324}",20,0,-38.40396940888297,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
612,False,"{'a': 0.9, 'e': 0.5422652533139832}",20,0,-30.739173053341062,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
613,False,"{'a': 0.9, 'e': 0.541723259102941}",25,0,-26.974700202648886,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
614,False,"{'a': 0.9, 'e': 0.5411818066152029}",25,0,15.98137309854773,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
615,False,"{'a': 0.9, 'e': 0.5406408953093166}",25,9,-57.66740191434709,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 1}",1
616,False,"{'a': 0.9, 'e': 0.5401005246443706}",25,17,-24.27749364553712,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
617,False,"{'a': 0.9, 'e': 0.5395606940799943}",20,0,-73.16695092829367,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
618,False,"{'a': 0.9, 'e': 0.539021403076357}",20,0,-91.53905018773193,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
619,False,"{'a': 0.9, 'e': 0.5384826510941678}",25,19,-11.72630558532555,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
620,False,"{'a': 0.9, 'e': 0.5379444375946745}",25,11,-28.758645245735337,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
621,False,"{'a': 0.9, 'e': 0.5374067620396636}",20,10,-0.051387323001573115,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.9, 'e': 0.5368696238914595}",25,1,-40.742162875969754,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
623,False,"{'a': 0.9, 'e': 0.5363330226129241}",30,13,4.0834135403012715,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
624,False,"{'a': 0.9, 'e': 0.535796957667456}",30,7,-24.560523849206806,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
625,False,"{'a': 0.9, 'e': 0.5352614285189903}",20,6,-10.108181164872956,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
626,False,"{'a': 0.9, 'e': 0.5347264346319976}",20,3,-88.8739599206968,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
627,False,"{'a': 0.9, 'e': 0.5341919754714841}",20,6,-56.60138926322303,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
628,False,"{'a': 0.9, 'e': 0.5336580505029905}",20,13,7.311848435912342,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.9, 'e': 0.5331246591925921}",25,0,-56.30115681780727,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
630,False,"{'a': 0.9, 'e': 0.5325918010068972}",20,0,-14.703838478717994,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
631,False,"{'a': 0.9, 'e': 0.5320594754130477}",20,3,12.395946932022246,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.9, 'e': 0.5315276818787179}",20,0,-27.810262215700327,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
633,False,"{'a': 0.9, 'e': 0.5309964198721143}",20,0,-39.31140832150244,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
634,False,"{'a': 0.9, 'e': 0.5304656888619749}",25,0,-42.20370860986152,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
635,False,"{'a': 0.9, 'e': 0.5299354883175684}",25,13,-66.43310715414232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
636,False,"{'a': 0.9, 'e': 0.5294058177086945}",35,17,-69.89430304037731,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
637,False,"{'a': 0.9, 'e': 0.5288766765056825}",20,0,8.255986712786804,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
638,False,"{'a': 0.9, 'e': 0.528348064179391}",30,0,-15.447390263617171,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
639,False,"{'a': 0.9, 'e': 0.5278199802012077}",25,5,20.382313008626248,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.9, 'e': 0.5272924240430485}",20,1,-38.94884021127991,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
641,False,"{'a': 0.9, 'e': 0.5267653951773574}",25,13,-36.67136300703293,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 0}",1
642,False,"{'a': 0.9, 'e': 0.5262388930771054}",35,0,-46.57912777106014,"{0: 29, 1: 3, 2: 2, 3: 0, 4: 1}",0
643,False,"{'a': 0.9, 'e': 0.5257129172157902}",20,1,9.966758368038667,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.9, 'e': 0.5251874670674361}",20,0,-3.3779388527931706,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
645,False,"{'a': 0.9, 'e': 0.5246625421065928}",20,0,-45.523737139298426,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
646,False,"{'a': 0.9, 'e': 0.5241381418083354}",20,7,4.010216558658733,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.9, 'e': 0.5236142656482635}",25,0,-34.41153951971391,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
648,False,"{'a': 0.9, 'e': 0.5230909131025008}",25,8,10.111697606713571,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.9, 'e': 0.5225680836476948}",20,2,-71.8859694499195,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 1}",1
650,False,"{'a': 0.9, 'e': 0.522045776761016}",25,0,-38.77092248872199,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
651,False,"{'a': 0.9, 'e': 0.5215239919201575}",20,8,-1.053541308354283,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.9, 'e': 0.5210027286033344}",25,0,20.523446070642244,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
653,False,"{'a': 0.9, 'e': 0.5204819862892832}",25,0,-39.859426298435324,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
654,False,"{'a': 0.9, 'e': 0.5199617644572618}",20,0,14.8235186805054,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
655,False,"{'a': 0.9, 'e': 0.5194420625870482}",20,12,-41.24815584126266,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
656,False,"{'a': 0.9, 'e': 0.5189228801589404}",25,1,36.09266705382381,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.9, 'e': 0.518404216653756}",20,10,-14.528709960300281,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.9, 'e': 0.5178860715528314}",20,2,-28.13421482576503,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
659,False,"{'a': 0.9, 'e': 0.5173684443380216}",25,14,15.007525833862132,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.9, 'e': 0.5168513344916992}",25,16,-11.255532503204392,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.9, 'e': 0.5163347414967544}",25,0,-108.83277087165355,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
662,False,"{'a': 0.9, 'e': 0.5158186648365941}",25,0,-0.36302917381836064,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
663,False,"{'a': 0.9, 'e': 0.5153031039951417}",20,10,-29.519933314664826,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
664,False,"{'a': 0.9, 'e': 0.5147880584568361}",20,2,-21.743884669466148,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
665,False,"{'a': 0.9, 'e': 0.5142735277066319}",20,0,-36.57992249954426,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
666,False,"{'a': 0.9, 'e': 0.5137595112299983}",25,0,-56.202981949135264,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
667,False,"{'a': 0.9, 'e': 0.5132460085129188}",30,12,-48.265847884069416,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
668,False,"{'a': 0.9, 'e': 0.5127330190418905}",20,0,-57.32275971305944,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
669,False,"{'a': 0.9, 'e': 0.512220542303924}",30,10,-60.933609286096605,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
670,False,"{'a': 0.9, 'e': 0.5117085777865424}",20,0,-56.18486843098575,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
671,False,"{'a': 0.9, 'e': 0.5111971249777814}",25,0,-69.48964699748973,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
672,False,"{'a': 0.9, 'e': 0.5106861833661879}",20,0,-0.18735669817478484,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
673,False,"{'a': 0.9, 'e': 0.5101757524408203}",20,7,6.286600420936605,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.9, 'e': 0.5096658316912476}",20,0,-36.34552253481305,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
675,False,"{'a': 0.9, 'e': 0.5091564206075491}",20,6,-19.4281370780353,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
676,False,"{'a': 0.9, 'e': 0.5086475186803137}",25,5,17.354674909773106,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.9, 'e': 0.5081391254006393}",35,23,-11.194300736542079,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
678,False,"{'a': 0.9, 'e': 0.5076312402601327}",20,9,-15.94449325674283,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
679,False,"{'a': 0.9, 'e': 0.5071238627509087}",20,1,-66.43101568796327,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
680,False,"{'a': 0.9, 'e': 0.5066169923655895}",25,0,-82.39811771166994,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
681,False,"{'a': 0.9, 'e': 0.506110628597305}",20,12,6.103894391150458,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.9, 'e': 0.5056047709396915}",30,19,21.190544034890106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.9, 'e': 0.5050994188868908}",30,16,0.1913252295662815,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
684,False,"{'a': 0.9, 'e': 0.5045945719335512}",20,1,19.675104387414223,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.9, 'e': 0.5040902295748255}",25,0,-113.39204839035067,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
686,False,"{'a': 0.9, 'e': 0.5035863913063714}",20,0,-70.75670334410945,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
687,False,"{'a': 0.9, 'e': 0.5030830566243506}",20,0,3.5768734478565554,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
688,False,"{'a': 0.9, 'e': 0.5025802250254283}",30,0,-61.94855850112726,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
689,False,"{'a': 0.9, 'e': 0.502077896006773}",30,3,-99.29023597536097,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 2}",1
690,False,"{'a': 0.9, 'e': 0.5015760690660555}",20,11,-47.52970072192198,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
691,False,"{'a': 0.9, 'e': 0.5010747437014489}",25,0,-48.51945898214936,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
692,False,"{'a': 0.9, 'e': 0.5005739194116277}",20,0,-54.455924256657674,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
693,False,"{'a': 0.9, 'e': 0.5000735956957676}",25,0,-0.8782042370772241,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
694,False,"{'a': 0.9, 'e': 0.4995737720535449}",35,0,-90.60244279029243,"{0: 29, 1: 0, 2: 3, 3: 1, 4: 2}",0
695,False,"{'a': 0.9, 'e': 0.499074447985136}",25,2,-82.09535331856763,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
696,False,"{'a': 0.9, 'e': 0.49857562299121655}",30,18,-35.67723356030147,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
697,False,"{'a': 0.9, 'e': 0.4980772965729617}",20,0,-75.34140333403062,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
698,False,"{'a': 0.9, 'e': 0.4975794682320448}",25,11,-26.278856053132312,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
699,False,"{'a': 0.9, 'e': 0.49708213747063773}",25,0,-55.370074633314445,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
700,False,"{'a': 0.9, 'e': 0.49658530379140947}",20,2,-34.11412951021621,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
701,False,"{'a': 0.9, 'e': 0.49608896669752645}",35,24,-36.01418277244419,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
702,False,"{'a': 0.9, 'e': 0.49559312569265146}",20,7,-23.92480098978156,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
703,False,"{'a': 0.9, 'e': 0.49509778028094337}",20,4,-13.06701315096564,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
704,False,"{'a': 0.9, 'e': 0.49460292996705696}",20,2,6.899484372556193,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.9, 'e': 0.4941085742561417}",25,6,18.287548101940036,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.9, 'e': 0.4936147126538419}",25,7,8.825767169185411,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.9, 'e': 0.49312134466629576}",20,2,-25.071900799169082,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
708,False,"{'a': 0.9, 'e': 0.4926284698001355}",25,7,-96.59125911193266,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 2}",1
